年份,Basketball,Judo,Football,Athletics,Ice Hockey,Swimming,Badminton,Sailing,Weightlifting,Water Polo,Rowing,Fencing,Shooting,Boxing,Taekwondo,Diving,Tennis,Modern Pentathlon,Golf,Softball,Archery,Table Tennis,Baseball,Triathlon,Polo,Cricket,Croquet,Roque,Basque Pelota
1968,0.790575916,0,0.695970696,0.756133829,0.86,0.262388302,0,0.436507937,0.70625,0.709876543,0.787709497,0.653061224,0.3,0.697068404,0,0.559633028,0,0.827956989,0,0,0,0,0,0,0,0,0,0,0
1972,0.805263158,0.771084337,0.695167286,0.735468565,0.870192308,0.229612035,0,0.479876161,0.718085106,0.721590909,0.819004525,0.651302605,0.358050847,0.663841808,0,0.556451613,0,0.810344828,0,0,0.452631579,0,0,0,0,0,0,0,0
1976,0.85915493,0.772727273,0.772277228,0.773323053,0.797235023,0.173791822,0,0.575875486,0.780346821,0.816793893,0.816053512,0.762886598,0.37398374,0.703007519,0,0.476190476,0,0.820224719,0,0,0.546875,0,0,0,0,0,0,0,0
1980,0.837209302,0.740932642,0.7734375,0.761041009,0.79916318,0.20499343,0,0.551282051,0.744186047,0.78030303,0.778688525,0.69470405,0.468164794,0.634686347,0,0.511363636,0,0.835443038,0,0,0.417910448,0,0,0,0,0,0,0,0
1984,0.82629108,0.787735849,0.776422764,0.74432497,0.828451883,0.328733766,0,0.67,0.806451613,0.823529412,0.827956989,0.771226415,0.354359926,0.652542373,0,0.623762376,0,0.776699029,0,0,0.47706422,0,0,0,0,0,0,0,0
1988,0.843220339,0.802469136,0.851851852,0.77885548,0.871698113,0.392193309,0,0.658666667,0.792035398,0.788461538,0.801282051,0.743083004,0.500917431,0.729166667,0,0.657407407,0.717821782,0.770491803,0,0,0.505836576,0.699029126,0,0,0,0,0,0,0
1992,0.826271186,0.752886836,0.632352941,0.76338851,0.838951311,0.46130031,0.792035398,0.659863946,0.81147541,0.848684211,0.770045386,0.744541485,0.487588652,0.770833333,0,0.598214286,0.704,0.786324786,0,0,0.538461538,0.758064516,0.78125,0,0,0,0,0,0
1996,0.774647887,0.80620155,0.788659794,0.758172674,0,0.505810398,0.821292776,0.598253275,0.843621399,0.862745098,0.798711755,0.737113402,0.475490196,0.757746479,0,0.561151079,0.821138211,0.6875,0,0.825,0.559633028,0.721115538,0.76875,0,0,0,0,0,0
2000,0.786713287,0.809045226,0.787723785,0.747568882,0,0.583572659,0.813333333,0.614427861,0.772357724,0.766233766,0.777183601,0.690544413,0.415692821,0.778501629,0.68627451,0.655462185,0.830645161,0.770833333,0,0.716666667,0.59223301,0.589552239,0.6875,0.74,0,0,0,0,0
2004,0.794425087,0.809895833,0.764705882,0.732413793,0,0.585908529,0.905,0.573566085,0.722891566,0.756862745,0.778175313,0.789473684,0.385304659,0.760714286,0.741935484,0.724489796,0.746031746,0.703125,0,0.788135593,0.54245283,0.588461538,0.743455497,0.686868687,0,0,0,0,0
2008,0.777003484,0.761658031,0.754797441,0.736631016,0,0.621497999,0.798913043,0.61,0.735177866,0.6875,0.779751332,0.743975904,0.391681109,0.798586572,0.666666667,0.642857143,0.716535433,0.75,0,0.8,0.613402062,0.608,0.706806283,0.654545455,0,0,0,0,0
2012,0.717770035,0.830729167,0.7751606,0.741000878,0,0.660598179,0.796703297,0.635883905,0.761904762,0.696498054,0.761818182,0.756521739,0.485714286,0.77385159,0.7421875,0.657458564,0.769230769,0.791666667,0,0,0.65,0.525423729,0,0.727272727,0,0,0,0,0
2016,0.708185053,0.832904884,0.820295983,0.723285486,0,0.679846939,0.779661017,0.678947368,0.776470588,0.736434109,0.769090909,0.658959538,0.430630631,0.802120141,0.722222222,0.668539326,0.685314685,0.805555556,0.533333333,0,0.68,0.631355932,0,0.763636364,0,0,0,0,0
