年份,Basketball,Judo,Football,Athletics,Ice Hockey,Swimming,Badminton,Sailing,Weightlifting,Water Polo,Rowing,Fencing,Shooting,Boxing,Taekwondo,Diving,Tennis,Modern Pentathlon,Golf,Softball,Archery,Table Tennis,Baseball,Triathlon,Polo,Cricket,Croquet,Roque,Basque Pelota
1900,0.0,0.0,0.428571428571428,0.871794871794872,0.0,0.465648854961832,0.0,0.153571428571429,0.0,0.452830188679245,0.691729323308271,0.217665615141956,0.217194570135747,0.0,0.0,0.0,0.361702127659574,0.0,0.318181818181818,0.0,0.15625,0.0,0.0,0.0,0.238095238095238,0.416666666666667,0.368421052631579,0.0,1.0
1904,0.0,0.0,0.805555555555556,0.830845771144279,0.0,0.84375,0.0,0.0,0.571428571428571,0.857142857142857,0.695652173913043,0.464285714285714,0.0,0.666666666666667,0.0,0.6,0.631578947368421,0.0,0.59047619047619,0.0,0.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,0.0,0.0,0.861111111111111,0.877892030848329,0.0,0.826666666666667,0.0,0.171875,0.0,0.892857142857143,0.781609195402299,0.525,0.259009009009009,0.404761904761905,0.0,0.553191489361702,0.523809523809524,0.0,0.0,0.0,0.103896103896104,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0
1912,0.0,0.0,0.957055214723926,0.944906444906445,0.0,0.955223880597015,0.0,0.504587155963303,0.0,0.888888888888889,0.842639593908629,0.411609498680739,0.255667506297229,0.0,0.0,0.872093023255814,0.757225433526012,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,0.0,0.0,0.842105263157895,0.777385159010601,0.716666666666667,0.722488038277512,0.0,0.366336633663366,0.547169811320755,0.504950495049505,0.576388888888889,0.3,0.112171837708831,0.681034482758621,0.0,0.8,0.477124183006536,0.608695652173913,0.0,0.0,0.0232558139534884,0.0,0.0,0.0,0.176470588235294,0.0,0.0,0.0,0.0
1924,0.0,0.0,0.824372759856631,0.78963110667996,0.682926829268293,0.817490494296578,0.0,0.405797101449275,0.467289719626168,0.534653465346535,0.637755102040816,0.254716981132076,0.143700787401575,0.867403314917127,0.0,0.655555555555556,0.537549407114625,0.657894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
1928,0.0,0.0,0.821917808219178,0.837701612903226,0.685483870967742,0.816546762589928,0.0,0.4453125,0.531914893617021,0.696428571428571,0.639676113360324,0.306976744186046,0.0,0.743055555555556,0.0,0.72972972972973,0.0,0.702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,0.0,0.0,0.0,0.860153256704981,0.9375,0.851282051282051,0.0,0.473684210526316,0.689655172413793,0.658536585365854,0.801204819277108,0.588541666666667,0.363636363636364,0.823529411764706,0.0,0.75,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,0.954773869346734,0.0,0.975124378109453,0.927507447864945,0.919075144508671,0.945054945054945,0.0,0.494186046511628,0.85,0.887323943661972,0.899425287356322,0.523381294964029,0.296296296296296,1.0,0.0,0.965909090909091,0.0,0.785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.238095238095238,0.0,0.0,0.0,0.0
1948,0.585365853658537,0.0,0.651376146788991,0.783063748810657,0.776978417266187,0.831658291457286,0.0,0.327956989247312,0.508333333333333,0.506410256410256,0.644654088050314,0.253937007874016,0.0972222222222222,0.707317073170732,0.0,0.75,0.0,0.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,0.91156462585034,0.0,0.819727891156463,0.854910714285714,0.870748299319728,0.954451345755694,0.0,0.325991189427313,0.669014084507042,0.769633507853403,0.889162561576355,0.451866404715128,0.231833910034602,0.971887550200803,0.0,0.876288659793814,0.0,0.787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
